Country,WeGlide,OpenAIP,OpenAIP ID,OLC,Region,Launches,Launches 2015,Launches 2019,Wrong
DE,Donzdorf,DONZDORF,152250,Donzdorf Messe,BW,616,367,75,
DE,Weipertshofen,WEIPERTSHOFEN,153182,Weipertshofen,BW,609,366,32,
DE,Güstrow,GUESTROW,152435,Guestrow,MV,603,335,66,
DE,Halle-Oppin,HALLE-OPPIN,152448,Halle Oppin,ST,600,388,100,
DE,Magdeburg,MAGDEBURG-CITY,152706,Magdeburg,ST,599,421,59,
DE,Babenhausen,BABENHAUSEN,152039,Babenhausen,HE,598,258,0,
DE,Görlitz,GOERLITZ,152429,Goerlitz,SN,589,252,45,
DE,Bad Gandersheim,BAD GANDERSHEIM,152050,Bad Gandersheim,NI,586,306,54,
DE,Riedelbach,RIEDELBACH/TS.,152962,Riedelbach,HE,584,336,89,
DE,Bischofsberg,BISCHOFSBERG,152119,Bischofsberg,BY,579,293,6,
DE,Rothenburg/Tauber,ROTHENBURG O.D.T.,152981,Rothenburg Taube,BY,579,286,75,
DE,Marburg-Schönstadt,MARBURG-SCHOENSTADT,152717,Marburg Schoen,HE,572,165,57,
DE,Dornberg-Sontra,DORNBERG BEI SONTRA,152252,Sontra Dornberg,HE,572,236,20,
DE,Kulmbach,KULMBACH,152611,Kulmbach,BY,568,319,64,
DE,Lauf-Lillinghof,LAUF-LILLINGHOF,152647,Lauf Lillinghof,BY,565,306,87,
DE,Pattonville,PATTONVILLE,152901,Pattonville Ludw,BW,563,367,99,
DE,Gruibingen-Nortel,GRUIBINGEN-NORTEL,152408,Gruibingen Nortel,BW,558,278,43,
DE,Deggendorf,DEGGENDORF,152226,Deggendorf,BY,556,374,57,
DE,Huhnrain,HUHNRAIN BEI POPPENHAUSEN,152516,Huhnrain As,HE,552,299,59,
DE,Donaueschingen,DONAUESCHINGEN,152246,Donaueschingen,BW,551,322,65,
DE,Wächtersberg-Hub,WAECHTERSBERG-HUB,190368,Waechtersberg Hu,BW,550,328,40,
DE,Grube,GRUBE,152406,Grube,SH,546,273,26,
DE,Varrelbusch,VARRELBUSCH,153148,Varrelbusch,NI,546,285,63,
DE,Geitau,GEITAU,189767,Geitau,BY,545,277,36,
DE,Löchgau,LOECHGAU,189792,Loechgau,BW,543,313,63,
DE,Attendorn-Finnentrop,ATTENDORN-FINNENTROP,152024,Attendorn Finnen,NW,540,247,46,
DE,Schreckhof Mosbach,SCHRECKHOF,153098,Schreckhof Mosbach,BW,539,273,45,
DE,Schwabmünchen,SCHWABMUENCHEN,153019,Schwabmuenchen,BY,536,314,58,
DE,Büren Schwalenberg,BUEREN / AM SCHWALENBERG,189755,Büren Schwalenberg,NW,535,317,66,
DE,Dessau,DESSAU,152231,Dessau,ST,535,354,91,
DE,Herrenteich,HERRENTEICH,152483,Herrenteich,BW,530,256,65,
DE,Purkshof,PURKSHOF,152934,Purkshof Rostock,MV,528,323,61,
DE,Schweikershain,SCHWEIKERSHAIN,2500201,Schweikershain,SN,525,378,92,
DE,Irsingen,IRSINGEN,152553,Irsingen,BY,523,286,62,
DE,Ingolstadt-Etting,INGOLSTADT-ETTING,152549,Etting Adelmannsberg,BY,516,354,80,
DE,Breitscheid,BREITSCHEID,152149,Breitscheid,HE,515,329,54,
DE,Witzenhausen-Burgberg,BURGBERG BEI WITZENHAUSEN,152169,Witzenhausen Bur,HE,515,273,46,
DE,Pinnow,PINNOW,152917,Pinnow,MV,513,186,33,
DE,Neuhausen,NEUHAUSEN,152803,Neuhausen,BB,510,5,1,
DE,Altfeld,ALTFELD,152003,Altfeld,BY,509,258,41,
DE,Friedersdorf,FRIEDERSDORF,152344,Friedersdorf,BB,509,282,51,
DE,Malmsheim,MALMSHEIM,152712,Malmsheim,BW,507,297,82,
DE,Bad Zwischenahn,BAD ZWISCHENAHN-ROSTRUP,152073,Bad Zwischenahn,NI,498,287,35,
DE,Pohlheim Viehheide,POHLHEIM VIEHHEIDE,152926,Pohlheim Viehheide,HE,489,260,55,
DE,Lager Hammelburg,LAGER HAMMELBURG,152631,Lager Hammelburg,BY,488,366,66,
DE,Langenselbold,LANGENSELBOLD,152642,Langenselbold,HE,486,231,52,
DE,Ballenstedt,BALLENSTEDT,152077,Ballenstedt,ST,484,223,42,
DE,Altena-Hegenscheid,ALTENA-HEGENSCHEID,151998,Altena Hegensch,NW,482,381,116,
DE,Treuchtlingen-Bubenheim,TREUCHTLINGEN-BUBENHEIM,153122,Treuchtlingen B,BY,478,277,36,
DE,Altötting,ALTOETTING,152006,Altoetting,BY,471,237,33,
DE,Dobenreuth,DOBENREUTH,152244,Dobenreuth,BY,468,295,53,
DE,Lüchow-Rehbeck,LUECHOW-REHBECK,152698,Lüchow-Rehbeck,NI,465,286,23,
DE,Oppenheim,OPPENHEIM,152874,Oppenheim,RP,462,205,39,
DE,Koblenz-Winningen,KOBLENZ-WINNINGEN,152600,Koblenz Winninge,RP,461,238,35,
DE,Oppingen-Au,OPPINGEN-AU,152876,Oppingen Au,BW,461,295,73,
DE,Oberschleissheim,OBERSCHLEISSHEIM,152856,Oberschleissheim,BY,458,322,80,
DE,Grünstadt Quirnheimer-Berg,GRUENSTADT-QUIRNHEIMER BERG,152409,Gruenstadt Quirn,RP,457,246,56,
DE,Büchig,BUECHIG,152193,Buechig,BY,456,258,57,
DE,Quakenbrück,QUAKENBRUECK,152937,Quakenbrueck,NI,452,321,37,
DE,Pfarrkirchen,PFARRKIRCHEN,152912,Pfarrkirchen,BY,451,224,45,
DE,Iserlohn-Rheinermark,ISERLOHN-RHEINERMARK,152554,Iserlohn Rheinermark,NW,450,193,37,
DE,Johannisau,JOHANNISAU,189784,Johannisau,HE,447,284,53,
DE,Neumünster,NEUMUENSTER,152809,Neumuenster,SH,447,189,28,
DE,Straubing-Wallmühle,STRAUBING,153084,Straubing Wallmühle,BY,446,283,81,
DE,Würzburg-Schenkenturm,WUERZBURG-SCHENKENTURM,153232,Würzburg-Schenkentur,BY,445,234,44,
DE,Altdorf-Wallburg,ALTDORF-WALLBURG,151996,Altdorf Wallburg,BW,444,321,50,
DE,Eutingen,EUTINGEN,152316,Eutingen,BW,442,314,61,
DE,Mühldorf,MUEHLDORF,152768,Muehldorf,BY,435,286,57,
DE,Schleswig-Kropp,SCHLESWIG-KROPP,153011,Schleswig Kropp,SH,432,209,45,
DE,Walldorf,WALLDORF,153165,Walldorf,BW,427,275,41,
DE,Worms,WORMS,153216,Worms,RP,427,233,47,
DE,Isny-Rotmoos,ISNY-ROTMOOS,189783,Isny Rotmoos,BW,425,292,48,
DE,Meschede-Schüren,MESCHEDE-SCHUEREN,152736,Meschede Schueren,NW,421,212,23,
DE,Langhennersdorf,LANGHENNERSDORF,152644,Langhennersdorf,SN,420,171,31,
DE,Wanlo-Niersquell,MOENCHENGLADBACH-WANLO,152784,Wanlo Niersquell,NW,417,138,20,
DE,Coburg-Steinrücken,COBURG-STEINRUECKEN,152206,Coburg Steinrücken,BY,413,234,25,
DE,Oschatz,OSCHATZ,152878,Oschatz,SN,408,213,32,
DE,Verden-Scharnhorst,VERDEN-SCHARNHORST,153149,Verden-Scharnhorst,NI,408,250,53,
DE,Paderborn-Haxterberg,PADERBORN-HAXTERBERG,152893,Paderborn Haxter,NW,406,288,68,
DE,Weißenhorn,WEISSENHORN,153184,Weissenhorn,BY,403,228,46,
DE,Hienheim,HIENHEIM,152492,Hienheim,BY,399,233,80,
DE,Zellhausen,ZELLHAUSEN,153234,Zellhausen,HE,396,233,39,
DE,Rote Wiese Helmstedt,ROTE WIESE-HELMSTEDT,152977,Helmstedt Rote,NI,395,264,19,
DE,Uelzen,UELZEN,153136,Uelzen,NI,392,161,29,
DE,Benediktbeuren,BENEDIKTBEUERN,189751,Benediktbeuren,BY,384,247,52,
DE,Berneck,BERNECK,189752,Berneck,BW,383,189,38,
DE,Ottenberg,OTTENBERG,190365,Ottenberg Pilsac,BY,382,205,16,
DE,Wipperfürth-Neye,WIPPERFUERTH-NEYE,153204,Wipperfuerth Ney,NW,381,167,45,
DE,Hildesheim,HILDESHEIM,152494,Hildesheim,NI,379,230,50,
DE,Traben-Trarbach,TRABEN-TRARBACH/MONT ROYAL,153120,Traben Trarbach,RP,378,194,29,
DE,Steinberg Surwold,STEINBERG BEI SURWOLD,204592,Steinberg Surwold,NI,376,198,28,
DE,Poltringen,POLTRINGEN,152927,Poltringen Ammrb,BW,373,239,61,
DE,Aschersleben,ASCHERSLEBEN,152022,Aschersleben,ST,371,262,86,
DE,Taucha,TAUCHA,153112,Taucha,SN,370,215,44,
DE,Coburg-Brandensteinsebene,COBURG-BRANDENSTEINSEBENE,152205,Coburg Brandensteins,BY,367,206,56,
DE,Suhl-Goldlauter,SUHL-GOLDLAUTER,153093,Suhl Goldlauter,TH,366,177,29,
DE,Wesel-Römerwardt,WESEL-ROEMERWARDT,153191,Wesel Romerwardt,NW,363,196,35,
DE,Karlstadt-Saupurzel,KARLSTADT-SAUPURZEL,152581,Karlstadt Saupurzel,BY,361,165,40,
DE,Gießen-Lützellinden,GIESSEN-LUETZELLINDEN,152381,Giessen Luetzel,HE,359,231,43,
DE,Münsingen-Eisberg,MUENSINGEN-EISBERG,152780,Münsingen Eisberg,BW,356,198,22,
DE,Renneritz,RENNERITZ,152953,Renneritz,ST,355,256,81,
DE,Amöneburg,AMÖNEBURG,152012,Amoeneburg,HE,354,263,24,
DE,Dierdorf-Wienau,DIERDORF-WIENAU,152235,Dierdorf Wienau,RP,352,209,56,
DE,Pleidelsheim,PLEIDELSHEIM,189802,Pleidelsheim,BW,351,139,13,
DE,Dingolfing,DINGOLFING,152238,Dingolfing,BY,350,254,40,
DE,Hamm-Lippewiesen,HAMM-LIPPEWIESEN,152457,Hamm Lippewiesen,NW,350,125,21,
DE,Neu Guelze,NEU GUELZE,152795,Neu Guelze,MV,349,213,39,
DE,Linkenheim,LINKENHEIM,152675,Linkenheim,BW,348,126,15,
DE,Tannheim,TANNHEIM,153109,Tannheim,BW,342,157,26,
DE,Tröstau,TROESTAU,153127,Troestau,BY,341,207,38,
DE,Nidda a.d. Helmsberg,NIDDA/A.D.HELMSBERG,152818,Nidda Helmsberg,HE,339,231,46,
DE,Chemnitz/Jahnsdorf,CHEMNITZ/JAHNSDORF,152204,Chemnitz Jahns,SN,336,120,32,
DE,Bremgarten,BREMGARTEN,152155,Bremgarten,BW,328,172,28,
DE,Blumberg,BLUMBERG,152124,Blumberg,BW,326,155,23,
DE,Kirchzarten,KIRCHZARTEN,189787,Kirchzarten,BW,326,212,21,
DE,Radolfzell-Stahringen,RADOLFZELL-STAHRINGEN,152939,Stahringen Wahlw,BW,323,210,32,
DE,Eudenbach,EUDENBACH,152314,Eudenbach,NW,319,190,46,
DE,Hörbach,HOERBACH,189779,Hoerbach,HE,317,209,42,
DE,Landshut Ellermühle,LANDSHUT,152638,Landshut Ellermühle,BY,314,149,28,
DE,Brilon,BRILON/HOCHSAUERLAND,152156,Brilon,NW,313,171,79,
DE,Kirn,KIRN,152593,Kirn,RP,306,190,30,
DE,Stauffenbühl,STAUFFENBUEHL,153074,Stauffenbuehl,HE,306,125,31,
DE,Steinberg-Wesseln,STEINBERG-WESSELN,226421,Steinberg Wessel,NI,304,119,20,
DE,Müllheim,MUELLHEIM,152772,Muellheim,BW,303,139,11,
DE,Borghorst-Füchten,BORGHORST-FUECHTEN,152134,Borghorst Fuecht,NW,300,145,29,
DE,Essweiler,ESSWEILER,152313,Essweiler,RP,298,201,46,
DE,Gunzenhausen-Reutberg,GUNZENHAUSEN-REUTBERG,152413,Gunzenhausen Re,BY,298,126,26,
DE,Große Wiese,GROSSE WIESE,189770,Grosse Wiese,NI,297,182,43,
DE,Bad Königshofen,AM HIMMELREICH,152056,Bad Koenigshofen,BY,296,285,73,
DE,Heiligenberg,HEILIGENBERG,152474,Heiligenberg,BW,296,109,14,
DE,Aichach,AICHACH,152033,Aichach,BY,292,162,37,
DE,Markdorf,MARKDORF,152718,Markdorf,BW,292,271,50,
DE,Zell-Haidberg,ZELL-HAIDBERG,153233,Zell Haidberg,BY,291,146,1,
DE,Mühlhausen,MUEHLHAUSEN,152770,Muehlhausen,TH,287,154,37,
DE,Bad Pyrmont,HAMELN-PYRMONT,152455,Bad Pyrmont,NI,286,182,32,
DE,Hessisch Lichtenau,HESSISCH LICHTENAU,152488,Hessisch Lichten,HE,286,208,37,
DE,Plettenberg-Hüinghausen,PLETTENBERG-HUEINGHAUSEN,152924,Plettenberg Huei,NW,286,130,21,
DE,Vinsebeck-Frankenberg,VINSEBECK-FRANKENBERG,189815,Vinsebeck Frankenb.,NW,286,149,21,
DE,Holtorfsloh,HOLTORFSLOH,152507,Holtorfsloh,NI,276,262,84,
DE,Bad Marienberg,BAD MARIENBERG,152058,Bad Marienberg O,RP,273,94,22,
DE,Rossfeld,ROSSFELD,189805,Rossfeld,BW,272,197,49,
DE,Donauwörth,DONAUWOERTH,152248,Donauwoerth,BY,271,159,34,
DE,Kamen-Heeren,KAMEN-HEEREN,152572,Kamen Heeren,NW,268,149,18,
DE,Backnang-Heiningen,BACKNANG-HEININGEN,152040,Backnang Heiningen,BW,263,168,24,
DE,Kitzingen,KITZINGEN,189822,Kitzingen Mil,BY,261,203,118,
DE,Bohlhof,BOHLHOF,152129,Bohlhof,BW,258,157,27,
DE,Stechow-Ferchesar,STECHOW-FERCHESAR,153075,Stechow Ferchesa,BB,253,65,1,
DE,Schmallenberg-Rennefeld,SCHMALLENBERG-RENNEFELD,153013,Schmallenberg R,NW,251,144,16,
DE,Giengen/Brenz,GIENGEN/BRENZ,152379,Giengen Brenz,BW,249,191,21,
DE,Friesener Warte,FRIESENER WARTE,152347,Friesener Warte,BY,248,117,25,
DE,Dillingen,DILLINGEN,152236,Dillingen,SL,247,155,29,
DE,Peine-Glindbruchkippe,PEINE-GLINDBRUCHKIPPE,152906,Peine Glindbruch,NI,246,202,35,
DE,Ellwangen,ELLWANGEN,152285,Ellwangen,BW,245,126,37,
DE,Kell,KELL,189786,Kell,RP,241,138,16,
DE,Dehausen,DEHAUSEN,152265,Dehausen Diemels,HE,234,125,16,
DE,Uslar,USLAR,153145,Uslar,NI,232,135,14,
DE,Ahlhorn,AHLHORN,151984,Ahlhorn Mil,NI,231,54,0,
DE,Allendorf/Eder,ALLENDORF/EDER,151992,Allendorf,HE,231,87,23,
DE,Bad Langensalza,BAD LANGENSALZA,152057,Bad Langensalza,TH,231,153,14,
DE,Pfingstweide,BUTZBACH-PFINGSTWEIDE,152174,Pfingstweide,HE,230,119,9,
DE,St Michaelisdonn,ST. MICHAELISDONN,153068,St Michaelisdonn,SH,228,123,14,
DE,Hünsborn,HUENSBORN,152536,Huensborn,NW,227,163,28,
DE,Oberpfaffenhofen,OBERPFAFFENHOFEN,152853,Oberpfaffenhofen,BY,225,137,11,
DE,Salzgitter-Schäferstuhl,SALZGITTER-SCHAEFERSTUHL,152999,Salzgitter Scha,NI,224,169,21,
DE,Michelbach,MICHELBACH,152738,Michelbach Am As,HE,222,98,7,
DE,Münster-Telgte,MUENSTER-TELGTE,152782,Münster Telgte,NW,222,97,18,
DE,Gedern,GEDERN,152368,Gedern,HE,221,141,42,
DE,Gundelfingen,GUNDELFINGEN,152412,Gundelfingen Am,BY,221,113,22,
DE,Salzwedel,SALZWEDEL,153000,Salzwedel Kgart,ST,221,118,18,
DE,Mosenberg,MOSENBERG,152751,Mosenberg,HE,218,124,13,
DE,Vilshofen,VILSHOFEN,153155,Vilshofen,BY,218,127,19,
DE,Waldeck,MUEHLBERG/WALDECK,152767,Waldeck,HE,218,135,30,
DE,Bitburg,BITBURG,152120,Bitburg,RP,212,201,21,
DE,Gardelegen,GARDELEGEN,152366,Gardelegen,ST,210,94,10,
DE,Tauberbischofsheim,TAUBERBISCHOFSHEIM,153111,Tauberbischofshe,BW,210,128,27,
DE,Thannhausen,THANNHAUSEN,153117,Thannhausen,BY,209,133,21,
DE,Schwann-Connweiler,SCHWANN-CONWEILER,153100,Schwann Connweil,BW,207,94,10,
DE,Tirschenreuth,TIRSCHENREUTH IM UNTEREN STADTTEICH,152544,Tirschenreuth Im,BY,203,111,18,
DE,Schmoldow,SCHMOLDOW,153015,Schmoldow,MV,202,88,20,
DE,Wenzendorf,WENZENDORF,153224,Wenzendorf,NI,201,145,22,
DE,Schameder,SCHAMEDER,153005,Schameder,NW,198,85,15,
DE,Essen/Mülheim,ESSEN/MUELHEIM,152310,Essen Muelheim,NW,190,102,19,
DE,Marl-Loemühle,MARL-LOEMUEHLE,152720,Marl Loemuehle,NW,190,57,5,
DE,Edermünde-Grifte,GRIFTE,152399,Grifte Edermuend,HE,188,102,24,
DE,Altenbachtal,ALTENBACHTAL,151999,Altenbachtal,BY,187,112,19,
DE,Emmerich-Palmersward,EMMERICH-PALMERSWARD,152293,Emmerich Palmer,NW,187,135,34,
DE,Mittelfischach,MITTELFISCHACH,152742,Mittelfischach,BW,187,119,25,
DE,Memmingen,MEMMINGEN,152730,Allgaeu,BY,185,115,14,
DE,Büchel,BUECHEL,152192,Buechel Mil,RP,185,34,3,
DE,Celle-Arloh,CELLE-ARLOH,152201,Celle Arloh,NI,185,121,17,
DE,Locktow,LOCKTOW,152677,Locktow,BB,185,70,16,
DE,Wildberg Bodensee,WILDBERG/LINDAU,281098,Wildberg Bodense,BY,185,65,11,
DE,Gustorfer Höhe,GUSTORFER HOEHE,152425,Grevenbroich,NW,183,135,43,
DE,Sultmer Berg,SULTMERBERG,153094,Sultmer Berg,NI,182,40,5,
DE,Bad Kissingen,BAD KISSINGEN,152053,Bad Kissingen,BY,179,92,21,
DE,Rheine Eschendorf,RHEINE-ESCHENDORF,152960,Rheine Eschendor,NW,178,59,18,
DE,Vaihingen,VAIHINGEN,191070,Vaihingen,BW,177,76,11,
DE,Kamp-Lintfort,KAMP-LINTFORT,152575,Kamp Lintfort,NW,171,72,7,
DE,Welzheim,WELZHEIM,153185,Welzheim,BW,171,121,26,
DE,Bohmte-Bad Essen,BOHMTE-BAD ESSEN,152130,Bohmte Bad Essen,NI,170,117,58,
DE,Heubach,HEUBACH,152491,Heubach,BW,170,121,7,
DE,Kehl-Sundheim,KEHL-SUNDHEIM,152585,Kehl Sundheim,BW,169,105,35,
DE,Schönhagen,SCHOENHAGEN,153039,Schoenhagen,BB,169,104,23,
DE,Plätzer Huenfel,DER PLAETZER,152228,Plaetzer Huenfel,HE,166,117,31,
DE,Haiterbach-Nagold,HAITERBACH-NAGOLD,152443,Haiterbach Nago,BW,163,79,8,
DE,Kaufbeuren,KAUFBEUREN,189785,Kaufbeuren,BY,163,83,4,
DE,Warburg-Am Heinberg,WARBURG/AM HEINBERG,153170,Warburg Heinber,NW,160,69,27,
DE,Bad Waldsee-Reute,BAD WALDSEE-REUTE,152068,Bad Waldsee Reu,BW,158,137,14,
DE,Hassloch,HASSLOCH,189774,Hassloch Pfalz,RP,157,139,17,
DE,Rendsburg-Schachtholm,RENDSBURG-SCHACHTHOLM,152952,Rendsburg Schachth.,SH,154,46,2,
DE,Schlechtenfeld,EHINGEN-SCHLECHTENFELD,153008,Schlechtenfeld,BW,153,91,11,
DE,Trier-Föhren,TRIER-FOEHREN,153125,Trier Foehren,RP,151,90,51,
DE,Perleberg,PERLEBERG,152909,Perleberg,BB,150,130,33,
DE,Pennewitz,PENNEWITZ,152908,Pennewitz,TH,149,103,44,
DE,Alte Ems,ALTE EMS BEI HERBRUM,151997,Alte Ems Herbrum,NI,148,94,26,
DE,Montabaur,MONTABAUR,152745,Montabaur,RP,148,58,7,
DE,Brannenburg,BRANNENBURG-GRIESSENBACH,196575,Brannenburg,BY,146,80,8,
DE,Degmarn,DEGMARN,189756,Degmarn,BW,146,120,19,
DE,Northeim,NORTHEIM,152836,Northeim,NI,144,109,24,
DE,Wolfhagen,WOLFHAGEN GRANER BERG,153213,Wolfhagen Graner,HE,142,97,20,
DE,Blomberg Borkhausen,BLOMBERG-BORKHAUSEN,152123,Blomberg Borkhausen,NW,141,90,15,
DE,Laupheim,LAUPHEIM,152649,Laupheim Mil,BW,140,74,10,
DE,Leck,LECK,152654,Leck,SH,138,68,12,
DE,Mülben,MUELBEN,152771,Muelben,BW,135,114,31,
DE,Nordholz Spieka,NORDHOLZ-SPIEKA,152833,Nordholz Spieka,NI,135,71,19,
DE,Detmold,DETMOLD,152232,Detmold,NW,132,67,23,
DE,Friedrichshafen,FRIEDRICHSHAFEN,152346,Friedrichshafen,BW,128,66,6,
DE,Korbach,KORBACH,152606,Korbach,HE,126,74,10,
DE,Wolfsaap,DUESSELDORF-WOLFSAAP,189759,Düsseldorf Wolfsaap,NW,125,81,26,
DE,Neustadt/Aisch,NEUSTADT/AISCH,152814,Neustadt Aisch,BY,125,109,29,
DE,Ailertchen,AILERTCHEN,151988,Ailertchen,RP,123,98,12,
DE,Goslar Bollrich,BOLLRICH,152187,Goslar Bollrich,NI,122,54,19,
DE,Stolberg-Diepenlinchen,STOLBERG-DIEPENLINCHEN,190367,Stolberg Diepenl,NW,121,58,16,
DE,Osterholz Scharmbeck,OSTERHOLZ-SCHARMBECK,152883,Osterholz Scharmbeck,NI,118,31,15,
DE,Crawinkel,CRAWINKEL,152212,Crawinkel,TH,117,40,2,
DE,Siegerland,SIEGERLAND,153051,Siegerland,NW,113,62,18,
DE,Bad Wildungen,BAD WILDUNGEN-REINHARDSHAUSEN,764728,Bad Wildungen Au,HE,110,81,29,
DE,Gera-Leumnitz,GERA-LEUMNITZ,152374,Gera Leumnitz,TH,110,43,13,
DE,Illertissen,ILLERTISSEN,152542,Illertissen,BY,108,62,11,
DE,Landsberg/Lech,LANDSBERG/LECH,152636,Landsberg Mil,BY,108,54,0,
DE,Vogtareuth,VOGTAREUTH,153156,Vogtareuth,BY,105,66,1,
DE,Wittmundhafen,WITTMUNDHAFEN,153209,Wittmundhafen Mi,NI,105,66,12,
DE,Blexen,Blexen,152122,Blexen bei Nordenham,NI,103,28,3,
DE,Nordhausen,NORDHAUSEN,152831,Nordhausen,TH,103,74,39,
DE,Brockzetel,BROCKZETEL,152157,Brockzetel,NI,102,55,5,
DE,Meinerzhagen,MEINERZHAGEN,152725,Meinerzhagen,NW,100,17,0,
DE,Saulgau,SAULGAU,153004,Saulgau,BW,99,74,49,
DE,Aventoft,AVENTOFT,152031,Aventoft,SH,98,58,13,
DE,Eichsfeld,EICHSFELD,193439,Göttingen-Heilbad,NI,94,73,15,
DE,Titschendorf,TITSCHENDORF,189811,Titschendorf,TH,92,71,7,
DE,Riesa Göhlis,RIESA-GOEHLIS,152967,Riesa Goehlis,SN,91,4,0,
DE,Leuzendorf,LEUZENDORF,189791,Leuzendorf,BW,90,38,2,
DE,Fürstenzell,FUERSTENZELL,152360,Fuerstenzell,BY,86,16,0,
DE,Braunfels,BRAUNFELS,152144,Braunfels,HE,85,56,10,
DE,Siegen-Eisernhardt,SIEGEN-EISERNHARDT,153050,Siegen Eisernhar,NW,84,48,8,
DE,Neuhausen Ob Eck,NEUHAUSEN OB ECK,152804,Neuhausen Ob Eck,BW,83,49,6,
DE,Konstanz,KONSTANZ,152603,Konstanz,BW,81,25,8,
DE,Kusel,KUSEL,152613,Kusel Langenbach,RP,81,45,16,
DE,Eibinger Forstwiesen,EIBINGER FORSTWIESEN,152277,Ruedesheim Eibin,HE,80,39,6,
DE,Greding,GREDING,152393,Greding,BY,78,50,12,
DE,Ingelfingen-Bühlhof,INGELFINGEN-BUEHLHOF,152547,Ingelfingen Bue,BW,78,54,7,
DE,Grossenhain,GROSSENHAIN,152403,Grossenhain,SN,76,33,2,
DE,Fischbek,FISCHBEK,189763,Fischbek,HH,74,30,7,
DE,Bielefeld,BIELEFELD,152115,Bielefeld Windl,NW,72,53,17,
DE,Hülben,HUELBEN,152535,Huelben,BW,72,36,7,
DE,Müritz Airpark,MUERITZ AIRPARK,152942,Rechlin Laerz,MV,72,4,1,
DE,Kiel Holtenau,KIEL-HOLTENAU,152590,Kiel Holtenau,SH,71,23,1,
DE,Düren-Hürtgenwald,DÜREN-HÜRTGENWALD,189758,Dueren Huertgen,NW,70,49,16,
DE,Speyer,SPEYER,153064,Speyer,RP,67,41,4,
DE,Bad Brückenau,BAD BRUECKENAU-OBERLEICHTERSBACH,152177,Bad Brueckenau,BY,64,13,3,
DE,Gießen-Reiskirchen,GIESSEN-REISKIRCHEN,152382,Giessen Reiskir,HE,63,33,5,
DE,Neuburg,NEUBURG,152798,Neuburg Zell Mi,BY,61,40,8,
DE,Bad Windsheim,BAD WINDSHEIM,152069,Bad Windsheim,BY,59,39,17,
DE,Hengsen-Opherdicke,HENGSEN-OPHERDICKE,152479,Hengsen Opherdicke,NW,58,8,6,
DE,Neunkirchen-Bexbach,NEUNKIRCHEN-BEXBACH,152810,Neunkirchen Bexbach,SL,58,10,0,
DE,Hallertau,HALLERTAU,152449,Hallertau,BY,56,35,8,
DE,Nörvenich,NOERVENICH,152846,Noervenich Mil,NW,53,22,3,
DE,Hoherodskopf,HOHERODSKOPF,152505,Hoherodskopf,HE,50,39,23,
DE,Rothenberg,ROTHENBERG/ODW.,152980,Rothenberg,BW,50,45,12,
DE,Heilbronn-Böckingen,HEILBRONN-BOECKINGEN,152473,Heilbronn Boecki,BW,49,21,1,
DE,Weper,WEPER,153186,Weper,NI,47,46,4,
DE,Dinkelsbühl,DINKELSBüHL,991365,Dinkelsbuehl,BY,46,29,0,
DE,Binningen,BINNINGEN,152118,Binningen,BW,45,19,2,
DE,Wallmusried,KISSLEGG,153222,Wangen Kissleg,BW,43,31,3,
DE,Oschersleben,OSCHERSLEBEN,152879,Oschersleben ?,ST,41,12,0,
DE,Lindlar,LINDLAR,152688,Lindlar,NW,39,13,1,
DE,Riedlingen,RIEDLINGEN,152963,Riedlingen,BW,39,20,4,
DE,Niederstetten,NIEDERSTETTEN,152821,Niederstette,BW,38,22,1,
DE,Am Salzgittersee,AM SALZGITTERSEE,152008,Am Salzgittersee,NI,35,30,1,
DE,Grabenstätt,GRABENSTAETT,189819,Grabenstätt,BY,34,34,17,
DE,Schotten,SCHOTTEN,153017,Schotten,HE,31,16,0,
DE,Schäfhalde,SCHAEFHALDE,189807,Schäfhalde,BW,31,14,2,
DE,Bopfingen,BOPFINGEN,152133,Bopfingen,BW,30,4,1,
DE,Itzehoe,ITZEHOE,152557,Itzehoe,SH,29,26,8,
DE,Nabern Teck,NABERN/TECK,152786,Nabern Teck,BW,28,27,7,
DE,Mainbullau,MAINBULLAU,152708,Mainbullau,BY,22,7,0,
DE,Bad Wörishofen,BAD WOERISHOFEN,152070,Bad Wörishofen,BY,21,13,1,
DE,Geilenkirchen,GEILENKIRCHEN,152370,Geilenkirchen,NW,21,8,2,
DE,Zweibrücken,ZWEIBRUECKEN,153240,Zweibruecken,RP,21,20,5,
DE,Bautzen,BAUTZEN,152089,Bautzen Litten,SN,20,8,5,
DE,Laufenselden,LAUFENSELDEN,152648,Laufenselden,HE,20,14,0,
DE,Rastatt-Baldenau,RASTATT-BALDENAU,152075,Rastatt Baldenau,BW,20,18,1,
DE,Arnsberg Ruhrwiese,ARNSBERG RUHRWIESE,152036,Arnsberg Ruhrwi,NW,19,5,0,
DE,Asslarer Hütte,ASSLARER HUETTE,152023,Asslarer Huette,HE,19,2,1,
DE,Walsrode-Luisenhöhe,WALSRODE-LUISENHOEHE,153167,Walsrode Luisenh,NI,19,18,16,
DE,Bad Ditzenbach G,BAD DITZENBACH,152045,Bad Ditzenbach G,BW,18,13,2,
DE,Jesenwang,JESENWANG,152566,Jesenwang,BY,18,17,5,
DE,Günzburg-Donauried,GUENZBURG-DONAURIED,152433,Guenzburg Donau,BY,17,17,2,
DE,Mosbach-Lohrbach,MOSBACH-LOHRBACH,152750,Mosbach Lohrbach,BW,17,12,2,
